"Toyota Taunton","51.475603934275675","-2.3807167145198114"
"Museum Inn","51.603983853765925","-1.966490826031952"
"SEPA Elgin","51.809000128941385","-1.9728064866937738"
"Joe Duffy BMW","51.76083376235179","-1.9124739696393003"
"Shire End Farm","51.90427880092351","-2.46748585928895"
"R132","51.44454163158845","-2.9072074023718075"
"Holmbush Inn","52.30418743274547","-1.7047559679077453"
"Thurrock Services M25 (South)","51.64014462399668","-2.5493613093965353"
"Q-Park Tower Bridge ","52.42787192694537","-2.0520321288332624"
"Castlecourt Hotel","52.31270710996189","-1.7541628122090536"
"Holiday Inn Elstree","51.58795710176158","-1.7527402677977824"
"Asda Hereford","52.08885085612758","-2.0610554621946577"
"Quadrus Centre","52.28296794387866","-2.045912871486983"
"Stonemasons Pub & Restaurant","51.85443117838337","-1.9430415713196942"
"The Pelican Inn","52.38684309363275","-1.6968599478542767"
"55 Palewell Park","51.966752292219","-2.615847070379249"
"106 The Barley Lea","51.583604111289404","-2.3027124985421388"
"8 Valmar Road ","51.76772910818258","-1.6564563638201744"
"50 Grantully Road","51.72063737275894","-2.511457070643442"
"Ballantrae","51.75423766830036","-2.2071371683602354"
"Nathaniel Cars ","51.85662496424187","-1.9285722578296374"
"65C Humbolt Road","51.73092908730628","-2.2633465823245382"
"6 Nansen Road","51.41743187735718","-1.9851265563344391"
"Soresby Street Car Park","51.80172829686616","-2.2045204804523366"
"Tesco Extra St Neots","52.030248824357045","-2.428483096422002"
"Howlands Park & Ride","51.73997770434523","-1.6347518101950502"
"Westcombe Park Road","52.15797826663754","-2.4532278752104846"
"St John's Road Car Park","51.609525153186915","-2.5557814597423554"
"8 Ullswater Road","51.595711485820395","-2.462711057701607"
"Hampshire Court Hotel","52.10296006893348","-2.1578386956266207"
"Grove Theatre","52.12532015950965","-1.969417107840794"
"George Street ","51.62084115172514","-2.309126239197342"
"60 Elms Crescent","51.64664077695676","-2.0591053555928034"
"Stockmore Street","52.0582350720799","-2.097994458465607"
"118 Lupus Street","52.1182517886594","-1.695313187215406"
"Holiday Inn Express Castle Bromwich","51.924482022231544","-1.9233472854164888"
"International House","51.79211162474526","-2.5525363134308416"
"40 Clarendon Drive ","51.89807263314772","-1.8596540916263176"
"Eton Avenue","52.376456494564295","-2.092338583950908"
"South Lotts Road","51.771536916093666","-1.742022601692283"
"27 Danson Lane","52.052196543422134","-2.1052343068323394"
"Park Road","52.09964582885896","-1.8669435876722005"
"2 Prentis Road","51.66864200692022","-1.8828214885403576"
"45 Queen's Gate Terrace","52.458980564522086","-2.3294442442558707"
"Warwick Avenue (North Bound)","51.514639986089854","-2.460100097048666"
"Rewley Road Fire Station","51.75514794294471","-2.290244200295161"
"Brewster Gardens","51.861827280200686","-1.7202272965295213"
"Unit O Howland Road Business Park","51.65587183846211","-2.4626231287979623"
"Improvement Service","52.12623342465386","-2.1349577069386902"
"Main Street","51.72960487971848","-2.4047751252247656"
"Blacklands Terrace","52.00270988638805","-2.261944921025154"
"Piggins Croft Car Park","51.99095896917871","-2.380446643357777"
"Enterprise Rent-A-Car","51.85779259916972","-2.325399282556302"
"Harford Park & Ride","51.90694125397557","-2.481843288440478"
"Etchinghill Golf Club","51.48544745005158","-2.2506639270119115"
"Brecon Beacons - Ffrwdgrech Depot","52.09455318437778","-2.497652852207789"
"Swingbridge Street","52.43040602929629","-2.449592105405239"
"Park's East Kilbride","51.88074681447231","-1.9285124873703658"
"Chillingham Close","51.897037777497125","-2.3934288560476515"
"Shell Recharge Wheatsheaf Waitrose","52.0662709945783","-2.10596019213262"
"Tesco Superstore Broughton Road","52.390751295386075","-1.6949154538882367"
"Morrisons Stockport","52.12294605141753","-2.0542724544982347"
"Audi Northampton","52.09852232566139","-2.508046127339431"
"Tesco Extra Merthyr Tydfil","51.43288775670301","-1.6823987931489162"
"Fish Brothers Nissan","51.94980174324233","-1.7647602886626192"
"Sand-le-Mere Holiday Village","52.45312663725254","-1.624561898292423"
"The Savoy Jersey","52.12325394050829","-1.7187975127367157"
"Victoria Station Car Park","51.77862377595259","-1.9300194838955638"
"Belmont Park & Ride","52.32704037581668","-2.5405337463174917"
"Costa Gosforth Rotary","52.046040474607466","-2.4775847401338313"
"Asda Merthyr Tydfil","51.888348542169396","-2.661771058273739"
"Gerry Hill Car Sales","51.513537585566425","-2.558515317457261"
"Harewood Court","52.100223624184736","-1.7265781427574394"
"The Brooks","52.031166105307214","-1.5643728679771245"
"Grassington National Park","51.88156419907761","-1.9252833749681932"
"Mercat Grill","51.83306237701555","-2.3912305077245186"
"Wone International Ltd","51.594052536046746","-2.226685481697212"
"Trafalgar Street","52.12606063906772","-2.323960032747454"
"Isle of Wight Pearl","51.92476588915941","-2.3360441480991425"
"BRE Innovation Park","52.22085723170339","-1.6876072408577385"
"Croft Street Car Park","0.34761307793447105","0.7078378691410998"
"Holcombe House","52.14019884163808","-1.9557278462199332"
"123 Sceptre Road","52.47158368860038","-1.6776924210281843"
"Bond Road","51.99635917566111","-2.261221898717637"
"East Housing Office","51.720201910967106","-2.1578233336188646"
"Buckhold Road NCP Car Park","52.01694329377078","-1.7584519476501401"
"Costco Sunbury","52.03380318936938","-2.194509845555068"
"22 Werter Road","52.42997942846138","-1.7983847007236982"
"22 Preston Road","51.4720288546056","-1.8098006916952438"
"Mary Young Place","52.18173269233102","-1.8784379014184622"
"The Mansefield Hotel","52.082965293637855","-2.5994276547492645"
"Corby Railway Station","52.155997454722765","-2.320860130070251"
"44 Huxley Street","51.96486547356396","-1.928620404602487"
"Buckingham Road ","52.267882779749556","-1.8661148208343672"
"Novotel Birmingham City Centre","52.407039373960714","-2.166831813425531"
"Main Road","51.58334158518897","-2.5161771516674154"
"8 Highclere Road","51.549918196726665","-2.179776525049044"
"Stang Lane","52.08231469109038","-1.9672524264404594"
"9 Lyndhurst Terrace","51.603765996759364","-2.5543512845577836"
"Housing Hartlepool","51.9701799126022","-1.991968423894674"
"DRD Car Park Coalisland (Cornmill)","52.188634774313925","-2.7550787742026586"
"Great Dover Street","52.109856796325126","-2.3605384580498567"
"Greenstone Pub & Restaurant","51.53201064987708","-2.299180184880635"
"Webb's Road","51.926778636998755","-1.6338229078948738"
"5 Farrier Street","51.93171211355987","-1.900093093547889"
"Melville Street Car Park","52.25867468238956","-2.5601618476570107"
"30 Holmside Road","51.77219907604947","-1.794226978452523"
"53 Warrington Crescent","51.90630532133943","-2.081013441231618"
"55 Mysore Road","52.12477770515815","-1.8403383754808469"
"King Street Car Park","51.74674835818906","-1.859321380973932"
"Leucerne Road","52.36858074291684","-2.3050682286965394"
"Slaithwaite Road Car Park","52.118983196544285","-2.713468618082919"
"Fitzroy Court","51.411980695778134","-1.9940486281839542"
"BP Eastcote","51.80767584450836","-2.251840788613678"
"Inveruglas Visitor Centre","52.09156686515145","-2.5779640691343055"
"Tickhill Road Hospital","51.66220866007412","-2.1946364102248124"
"Foundry House","52.11142133296597","-2.5287742813991216"
"Ansty Road church","52.11103042476284","-1.9054181424450083"
"Shell Recharge Hapsford MWSA","52.11397677041103","-2.301265823382428"
"Avondale House","51.59158078240192","-2.055286786592248"
"Hallcraig Street","51.8402098894497","-2.167551696670448"
"62 Grove Road","52.47659926979406","-2.210670277826122"
"DRD Car Park Enniskillen (Queen Street)","52.40847110696308","-1.8367052424767318"
"Mackie Motors (Brechin) Ltd","51.994340345930596","-2.1429587531728034"
"43 Star Street","51.799683884499686","-2.558097263433862"
"Downhills Park Road","51.6614387662256","-2.3150031748583477"
"8 Crane Road","51.854377724480116","-2.353840093444297"
"1 Clifton Avenue","51.515744030648634","-2.2556425195687515"
"Blakelow Gardens","52.141890688737895","-2.235508989957909"
"Tesco Superstore Taunton","51.630094431204526","-1.6140786874818418"
"Holiday Inn Nuneaton","52.34787651864377","-2.2900955693815086"
"198 Capworth Street","51.91553441004396","-2.391276399002995"
"A3 Liphook Services Southbound","51.95087635676542","-1.8325520099369215"
"51b Norman Place Road A","51.97314178887886","-2.9583643811001297"
"First Flexi Lease","51.58724055198066","-1.619529399423661"
"42 Killyon Road","52.11031344932321","-2.1896277642194977"
"Abercorn Road","52.42495889408143","-1.8898834820603918"
"Billingham Forum","51.61341151184067","-1.7009995288431592"
"St Aloysius School","51.524393228033155","-2.0204490059464146"
"Shell Romford","51.96361871972487","-2.0164600594909388"
"The Triangle","52.234684637264344","-1.995200317654491"
"Sandal BMW Huddersfield","52.450666927989054","-2.111908464580809"
"Macduff Industrial Estate","52.050283266698315","-1.9553564522696414"
"9 St John's Wood Park","52.31895135855605","-2.1462455164734906"
"Fludha Guest House","52.10250099107192","-1.9390144996616847"
"Downhills Park Road","52.259934283583036","-2.030813347239219"
"Bedford Park & Ride","51.83303151941646","-2.3403130765189633"
"37 Meteor Street","51.96256087326608","-2.8133366206206323"
"Smiths Hyundai Peterborough ","51.81331164133313","-2.2389384709098703"
"56 Winchester Street","52.14911460740114","-2.0535374943752145"
"99A Evenlode Crescent","52.29438948306108","-2.4720501983753818"
"TRL Headquarters","51.4254085373975","-2.637298533609126"
"68 Silksby Street","52.27179223273078","-2.0138277587918254"
"63 Fielding Road","51.6184183595744","-2.030200151652705"
"Garioch Sports Centre","52.34305309213998","-2.62925738966902"
"Best Western Rockingham Forest Hotel","51.6314380163731","-2.205667063648899"
"Playbox Theatre","51.62373147297192","-1.811816909549717"
"Wig Bay Holiday Park","51.67149036871018","-1.970296034866223"
"SureStore Self Storage Wigan","52.29132592249769","-2.4398558037030766"
"Lybster","51.937268253307614","-2.001776841691409"
"10 Playfields Crescent","51.8554654274848","-2.498217188673245"
"The Red Squirrel Pub & Restaurant","51.96780960653752","-2.301406299583741"
"Tesco Superstore Sheffield Dinnington","52.50443395154996","-1.9246780808656254"
"31 Hatfield Road ","51.66222832128209","-2.3035309376272783"
"Ballenden House","51.54733742642142","-2.100045811035281"
"The Bear of Rodborough Hotel","52.231828761835146","-1.7937862232738468"
"Morrisons Bilston","52.36605582773428","-1.669807518421675"
"Lidl Bucksburn","51.59694034430917","-1.6273432844283464"
"105-109 Fulham Road","51.98321166332465","-2.1747562409164405"
"Billing Road","51.36325874882459","-2.5775128492914314"
"43 Westbere Road","52.03209062682009","-2.675553681675768"
"48/50 Wolseley Gardens","52.21920799705668","-2.0350219908262206"
"Festival Place","52.32032088534547","-2.6092668938302452"
"The Devonshire Arms","51.69767190802236","-2.562568231334354"
"Swansea Services M4 (West)","52.25124801008689","-2.5153239395377778"
"8 Ashbank","51.47469044893379","-2.662468272618605"
"Croy Park & Ride","51.751617829393695","-2.039735496109191"
"Travelodge Beckton","51.57233258478235","-1.8536490648403114"
"Mary Arches Multi-Storey Car Park","51.89397563174746","-2.224763842708481"
"68 York Street","52.34337477486523","-2.5177879153617333"
"Greenwich Shopping Park","52.14051988178393","-2.1190478075244616"
"Tayside Hotel","51.75863913297525","-1.993451224048544"
"18 Nightingale Square","0.9461754373704786","0.09968195212975327"
"12 Cleveland Road","52.18293309985534","-1.980719997896213"
"62 Wellesley Road","51.65503907678363","-2.392608281321765"
"Rockwell avenue","51.921044320811184","-1.6529004389381448"
"Harland Crescent","52.389668825143346","-2.2817338918425274"
"Primrose Square","51.68329474853295","-1.932932651661066"
"Foxglove Pub & Restaurant","51.91314588092245","-2.3076272141631993"
"Crown Plaza Harrogate","52.07417796757102","-1.788795707929704"
"51 Belsize Avenue","51.79542079281395","-1.9390343307849434"
"Tesco Superstore Meir ","52.15099860337513","-2.2106327452634216"
"204 Randolph Avenue","52.098022980267054","-2.1219098133542014"
"Balnellan Road Car Park","51.49157161802878","-2.4592112461364013"
"95 Ingelow Road","51.59523687732466","-2.2329050247361186"
"Esso Bridge Street","52.31777939067917","-1.6681065977023044"
"Bell Road Car Park Hounslow Station","51.63792022377141","-1.8175396664715744"
"Wilberforce Road","51.93852859296615","-2.3019814696082075"
"Edinburgh Zoo","51.68998741450946","-1.846634166039047"
"Enterprise Rent-A-Car","52.03648888266237","-2.0377326181829654"